Recovery is not a race. You don’t have to feel guilty if it takes you longer than you thought it would.,unknown,1,https://res.cloudinary.com/dhupov40f/image/upload/v1675539343/image_1.01.24_AM_c7aprq.png,1
In every setback lies the opportunity for a comeback. Rise and rewrite your narrative.,unknown,1,https://res.cloudinary.com/dhupov40f/image/upload/v1675532564/image_3_cdrm2o.png,2
Sometimes courage is the little voice at the end of the day that says I’ll try again tomorrow.,unknown,1,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/ryan_nzwkin.png,3
"I am not defined by my relapses, but by my decision to remain in recovery despite them.",unknown,1,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Funknown1.png?alt=media&token=26364f71-d524-4140-8509-3b358e44481a,4
It's not a crime to make mistakes. But it is a crime to not learn from them.,Fullmetal Alchemist,1,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fimage%20(1).png?alt=media&token=95df1e06-d97c-4ab2-8ed0-1d9bbfa36b1a,5
Unlock the power of forgiveness. Free yourself from the burden of past mistakes.,unknown,1,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fl.png?alt=media&token=d8d391e4-5592-4712-bee1-ea00df751769,6
"It's useless to dwell on the past. What's done is done. The question now is, how will you move forward?",Saitama (One Punch Man),1,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/mountains_ndmjzv.png,7
You can’t let your failures define you. You have to let your failures teach you.,Barack Obama,1,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fsuperman3.png?alt=media&token=520369f8-20c4-4805-880c-4b23d460c818,8
"Fall seven times, stand up eight.",Japanese Proverb,1,https://res.cloudinary.com/dhupov40f/image/upload/v1675797995/garou_kbu7cl.png,9
"That's all you can do in this world, no matter how strong the current beats against you, or how heavy your burden, or how tragic your love story, you keep going.",Robyn Schneider,1,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/lone_y7epeo.png,10
"Rather than viewing a brief relapse back to inactivity as a failure, treat it as a challenge and try to get back on track as soon as possible.",Jimmy Connors,2,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/ryan_nzwkin.png,1
"Though no one can go back and make a brand new start, anyone can start from now and make a brand new ending.",Carl Bard,2,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Funknown4.png?alt=media&token=d8f176bb-fc77-4064-80ff-bf4df98657c4,2
"Even if you make a mistake, as long as you don't give up, you can still make it right!",Fullmetal Alchemist,2,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fimage%20(1).png?alt=media&token=95df1e06-d97c-4ab2-8ed0-1d9bbfa36b1a,3
Most of the important things in the world have been accomplished by people who had kept on trying when there seemed no hope at all.,Dale Carnegie,2,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/mountains_ndmjzv.png,4
"Regret is a bitter medicine, but it's also a catalyst for personal growth and redemption.",Naruto Uzumaki,2,https://res.cloudinary.com/dhupov40f/image/upload/v1675539343/image_2_1.01.24_AM_aqamp2.png,5
"Recovery is about progression, not perfection.",unknown,2,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fl.png?alt=media&token=d8d391e4-5592-4712-bee1-ea00df751769,6
"Cause sometimes you just feel tired. Feel weak, and when you feel weak, you feel like you wanna just give up. But you gotta search within you. You gotta find that inner strength. And just pull it out of you, and get that motivation to not give up, and not be a quitter, no matter how bad you wanna just fall flat on your face.",Eminem,2,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fsuperman3.png?alt=media&token=520369f8-20c4-4805-880c-4b23d460c818,7
"Life may not be going well for you now, but as long as you are here, as long as you press forward, anything is possible. Hold on to hope.",Nick Vujicic,2,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Funknown1.png?alt=media&token=26364f71-d524-4140-8509-3b358e44481a,8
"Our greatest glory is not in never failing, but in rising up every time we fail.",Ralph Waldo Emerson,2,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Funknown2.jpeg?alt=media&token=ca04e73a-b532-4f11-b71c-11ad34761f4c,9
Regret is the weight we bear in order to grow. Embrace it and become stronger.,unknown,2,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/lone_y7epeo.png,10
"There is no shame in beginning again, for you get a chance to build bigger and better than before.",Leon Brown,3,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Funknown1.png?alt=media&token=26364f71-d524-4140-8509-3b358e44481a,1
"When setbacks arise – and they will from time to time – regroup, recharge, refocus and refine.",Rasheed Ogunlaru,3,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/ryan_nzwkin.png,2
Break free from the chains of your past. Your future is not defined by your history.,unknown,3,https://res.cloudinary.com/dhupov40f/image/upload/v1675532564/image_4_d0ioic.png,3
"Recovery is something you have to work on every single day, and it’s something that doesn’t get a day off.",Demi Lovato,3,https://res.cloudinary.com/dhupov40f/image/upload/v1675539343/image_1.01.24_AM_c7aprq.png,4
Giving up is the only sure way to fail.,Gena Showalter,3,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/mountains_ndmjzv.png,5
"Do not be embarrassed by your failures, learn from them and start again.",Richard Branson,3,https://res.cloudinary.com/dhupov40f/image/upload/v1675539343/image_2_1.01.24_AM_aqamp2.png,6
"Everybody, at some point in their life, has fallen down and not felt like getting back up, but you have to, no matter how difficult it is.",unknown,3,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fimage%20(1).png?alt=media&token=95df1e06-d97c-4ab2-8ed0-1d9bbfa36b1a,7
You're only a loser if you give up.,unknown,3,https://res.cloudinary.com/dhupov40f/image/upload/v1675797995/garou_kbu7cl.png,8
"Don't give up, there's no shame in falling down! True shame is to not stand up again!",unknown,3,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/lone_y7epeo.png,9
"It's not who I am underneath, but what I do that defines me.",Batman Begins,3,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Funknown4.png?alt=media&token=d8f176bb-fc77-4064-80ff-bf4df98657c4,10
"Regret can consume you, or it can be a driving force to change the future. The choice is yours.",unknown,4,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Funknown2.jpeg?alt=media&token=ca04e73a-b532-4f11-b71c-11ad34761f4c,1
"Great men are not born great, they grow great.",The Godfather,4,https://res.cloudinary.com/dhupov40f/image/upload/v1675797995/garou_kbu7cl.png,2
"No matter how many mistakes you make, or how slow your progress, you are still way ahead of everyone who isn't trying.",unknown,4,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Funknown4.png?alt=media&token=d8f176bb-fc77-4064-80ff-bf4df98657c4,3
Your journey is a work in progress. Embrace imperfection and strive for growth,unknown,4,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/ryan_nzwkin.png,4
Reimagine your story with purpose and intention. You hold the pen of transformation,unknown,4,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/mountains_ndmjzv.png,5
Leave behind the old script and embrace the potential of a blank page.,unknown,4,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fimage%20(1).png?alt=media&token=95df1e06-d97c-4ab2-8ed0-1d9bbfa36b1a,6
"When you come out of a storm, you won't be the same person who walked in. That's what storms are all about.",unknown,4,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Fsuperman3.png?alt=media&token=520369f8-20c4-4805-880c-4b23d460c818,7
Write a new chapter of resilience and redemption. Your story is still being told.,unknown,4,https://firebasestorage.googleapis.com/v0/b/neep-new.appspot.com/o/quotes_images%2Funknown1.png?alt=media&token=26364f71-d524-4140-8509-3b358e44481a,8
"You can't lose confidence in yourself, or you've lost already. When you get knocked down, you've got to keep getting back up.",Tim Tebow,4,https://res.cloudinary.com/dhupov40f/image/upload/v1675539343/image_1.01.24_AM_c7aprq.png,9
Your past does not dictate your worth. You have the power to redefine yourself.,unknown,4,https://res.cloudinary.com/dhupov40f/image/upload/v1675797371/lone_y7epeo.png,10
